,y
01.03.21,2.1817461859904865
01.04.21,2.419808983438077
01.05.21,2.533191175155874
01.06.21,2.4559116428605545
01.07.21,2.4416181926040736
01.08.21,2.1217264471153796
01.09.21,2.1550602710208846
01.10.21,2.0344094456744846
01.11.21,2.4190987030272204
01.12.21,2.8578379810929695
01.01.22,2.64449242876847
01.02.22,2.1817461859904865
